ngram,f,a,m,sd
within a,5,4,1.25,0.4330127018922193
and digital,4,4,1.0,0.0
rise to,5,4,1.25,0.4330127018922193
fusion of,5,4,1.25,0.4330127018922193
no longer,5,4,1.25,0.4330127018922193
valuable resources,5,4,1.25,0.4330127018922193
. innovative,4,4,1.0,0.0
of resources,4,4,1.0,0.0
abundance of,5,4,1.25,0.4330127018922193
; a,12,4,3.0,1.224744871391589
humankind .,5,4,1.25,0.4330127018922193
deeper understanding,10,4,2.5,2.0615528128088303
in remote,5,4,1.25,0.4330127018922193
"planet ,",7,4,1.75,0.82915619758885
of information,5,4,1.25,0.4330127018922193
", engineers",8,4,2.0,1.224744871391589
all .,4,4,1.0,0.0
and growth,4,4,1.0,0.0
"levels ,",4,4,1.0,0.0
a revolutionary,4,4,1.0,0.0
", advanced",6,4,1.5,0.8660254037844386
outcomes .,5,4,1.25,0.4330127018922193
conditions while,5,4,1.25,0.4330127018922193
's dedication,4,4,1.0,0.0
their operations,10,4,2.5,2.0615528128088303
and more,8,4,2.0,0.7071067811865476
derived from,5,4,1.25,0.4330127018922193
practices while,5,4,1.25,0.4330127018922193
sustainable power,5,4,1.25,0.4330127018922193
by providing,6,4,1.5,0.8660254037844386
energy solutions,6,4,1.5,0.8660254037844386
's inhabitants,6,4,1.5,0.5
among scientists,4,4,1.0,0.0
that allowed,6,4,1.5,0.8660254037844386
through advanced,5,4,1.25,0.4330127018922193
while embracing,4,4,1.0,0.0
not be,5,4,1.25,0.4330127018922193
to engage,4,4,1.0,0.0
environment for,4,4,1.0,0.0
of natural,5,4,1.25,0.4330127018922193
and support,4,4,1.0,0.0
vertical farming,4,4,1.0,0.0
the spirit,7,4,1.75,0.82915619758885
during times,4,4,1.0,0.0
for interstellar,6,4,1.5,0.5
their efforts,4,4,1.0,0.0
educational programs,5,4,1.25,0.4330127018922193
significant strides,6,4,1.5,0.5
's future,6,4,1.5,0.5
of community,4,4,1.0,0.0
these collaborations,6,4,1.5,0.8660254037844386
of local,4,4,1.0,0.0
a high,4,4,1.0,0.0
on sustainable,6,4,1.5,0.8660254037844386
within these,9,4,2.25,1.6393596310755
seeks to,6,4,1.5,0.5
"mars ,",6,4,1.5,0.8660254037844386
in real-time,5,4,1.25,0.4330127018922193
", nations",6,4,1.5,0.5
technological advancement,5,4,1.25,0.4330127018922193
a transformative,4,4,1.0,0.0
era of,9,4,2.25,0.82915619758885
by developing,4,4,1.0,0.0
the adoption,4,4,1.0,0.0
production of,4,4,1.0,0.0
wind turbines,7,4,1.75,0.4330127018922193
initiatives aimed,6,4,1.5,0.5
distribution of,6,4,1.5,0.8660254037844386
and creativity,5,4,1.25,0.4330127018922193
and exploration,4,4,1.0,0.0
to navigate,4,4,1.0,0.0
skills needed,6,4,1.5,0.5
", ultimately",5,4,1.25,0.4330127018922193
a critical,5,4,1.25,0.4330127018922193
"well ,",4,4,1.0,0.0
and develop,5,4,1.25,0.4330127018922193
common goal,5,4,1.25,0.4330127018922193
embraced the,5,4,1.25,0.4330127018922193
"efficient ,",4,4,1.0,0.0
significant advancements,4,4,1.0,0.0
with unparalleled,6,4,1.5,0.5
"efficiency ,",5,4,1.25,0.4330127018922193
an initiative,5,4,1.25,0.4330127018922193
the galaxy,16,4,4.0,1.224744871391589
a fleet,6,4,1.5,0.5
its journey,6,4,1.5,0.5
preserve the,4,4,1.0,0.0
of plant,5,4,1.25,0.4330127018922193
beauty and,6,4,1.5,0.8660254037844386
environments while,5,4,1.25,0.4330127018922193
"wind ,",5,4,1.25,0.4330127018922193
partnerships with,8,4,2.0,1.7320508075688772
of space,11,4,2.75,1.7853571071357126
tandem with,5,4,1.25,0.4330127018922193
in tandem,5,4,1.25,0.4330127018922193
capabilities .,4,4,1.0,0.0
to provide,8,4,2.0,1.0
exchange of,7,4,1.75,1.299038105676658
connected to,5,4,1.25,0.4330127018922193
only within,5,4,1.25,0.4330127018922193
each other,4,4,1.0,0.0
discoveries that,6,4,1.5,0.5
to flourish,6,4,1.5,0.8660254037844386
of what,7,4,1.75,0.4330127018922193
new generation,7,4,1.75,0.4330127018922193
's environment,5,4,1.25,0.4330127018922193
both earth,6,4,1.5,0.8660254037844386
a stable,6,4,1.5,0.8660254037844386
that they,5,4,1.25,0.4330127018922193
of both,6,4,1.5,0.8660254037844386
people of,4,4,1.0,0.0
collaborations with,4,4,1.0,0.0
"journey ,",7,4,1.75,0.82915619758885
its potential,15,4,3.75,1.920286436967152
this remarkable,5,4,1.25,0.4330127018922193
applications .,6,4,1.5,0.8660254037844386
for years,4,4,1.0,0.0
generation and,6,4,1.5,0.5
and developing,6,4,1.5,0.8660254037844386
creation of,9,4,2.25,1.299038105676658
the creation,9,4,2.25,1.299038105676658
is another,4,4,1.0,0.0
"generation ,",7,4,1.75,1.299038105676658
collaboration with,5,4,1.25,0.4330127018922193
across different,4,4,1.0,0.0
with increased,5,4,1.25,0.4330127018922193
in agriculture,6,4,1.5,0.5
without causing,4,4,1.0,0.0
could provide,4,4,1.0,0.0
became an,5,4,1.25,0.4330127018922193
and resource,8,4,2.0,1.224744871391589
"city ,",7,4,1.75,1.299038105676658
and resilience,8,4,2.0,0.7071067811865476
to celebrate,4,4,1.0,0.0
too does,5,4,1.25,0.4330127018922193
inspiration to,4,4,1.0,0.0
", reducing",9,4,2.25,0.82915619758885
we call,5,4,1.25,0.4330127018922193
", demonstrating",4,4,1.0,0.0
sources such,5,4,1.25,0.4330127018922193
establish a,5,4,1.25,0.4330127018922193
among all,6,4,1.5,0.5
structures .,4,4,1.0,0.0
became a,7,4,1.75,0.82915619758885
challenges such,4,4,1.0,0.0
at an,5,4,1.25,0.4330127018922193
responsibility to,4,4,1.0,0.0
marked by,6,4,1.5,0.5
"boundaries ,",4,4,1.0,0.0
to cultivate,5,4,1.25,0.4330127018922193
to mars,7,4,1.75,1.299038105676658
its first,7,4,1.75,0.82915619758885
properties .,7,4,1.75,0.82915619758885
electric vehicles,6,4,1.5,0.8660254037844386
"transportation ,",10,4,2.5,2.598076211353316
change .,4,4,1.0,0.0
resources while,4,4,1.0,0.0
new horizons,4,4,1.0,0.0
", may",5,4,1.25,0.4330127018922193
individuals who,4,4,1.0,0.0
tale of,4,4,1.0,0.0
"manufacturing ,",13,4,3.25,3.344772040064913
can achieve,5,4,1.25,0.4330127018922193
breakthrough in,4,4,1.0,0.0
"properties ,",4,4,1.0,0.0
unique properties,11,4,2.75,1.299038105676658
"discovery ,",7,4,1.75,0.4330127018922193
field of,7,4,1.75,1.299038105676658
efficiency .,6,4,1.5,0.5
resulting in,7,4,1.75,0.4330127018922193
", resulting",5,4,1.25,0.4330127018922193
quantum computing,7,4,1.75,1.299038105676658
"fuels ,",7,4,1.75,0.82915619758885
consists of,4,4,1.0,0.0
– all,7,4,1.75,1.299038105676658
stumbled upon,4,4,1.0,0.0
this revolutionary,4,4,1.0,0.0
also led,5,4,1.25,0.4330127018922193
stewardship .,6,4,1.5,0.5
allowed for,6,4,1.5,0.8660254037844386
and resilient,4,4,1.0,0.0
energy consumption,7,4,1.75,0.82915619758885
beacon for,5,4,1.25,0.4330127018922193
depths of,4,4,1.0,0.0
the depths,4,4,1.0,0.0
and advanced,4,4,1.0,0.0
travel between,4,4,1.0,0.0
'' which,4,4,1.0,0.0
its impact,4,4,1.0,0.0
legacy that,4,4,1.0,0.0
we look,6,4,1.5,0.5
life and,6,4,1.5,0.5
development while,4,4,1.0,0.0
a team,6,4,1.5,0.5
filled with,9,4,2.25,0.82915619758885
in space,16,4,4.0,2.23606797749979
frontiers in,7,4,1.75,0.4330127018922193
ambitious project,5,4,1.25,0.4330127018922193
pioneering spirit,8,4,2.0,1.7320508075688772
evolution of,4,4,1.0,0.0
uncharted territories,5,4,1.25,0.4330127018922193
cultural exchanges,4,4,1.0,0.0
; an,4,4,1.0,0.0
", both",4,4,1.0,0.0
"system ,",6,4,1.5,0.5
marine ecosystems,14,4,3.5,2.0615528128088303
they will,4,4,1.0,0.0
science .,5,4,1.25,0.4330127018922193
regions of,6,4,1.5,0.8660254037844386
to various,5,4,1.25,0.4330127018922193
upon the,9,4,2.25,1.0897247358851685
strides towards,5,4,1.25,0.4330127018922193
", earth",4,4,1.0,0.0
they sought,5,4,1.25,0.4330127018922193
", along",4,4,1.0,0.0
residents of,4,4,1.0,0.0
and researchers,5,4,1.25,0.4330127018922193
study .,4,4,1.0,0.0
used by,4,4,1.0,0.0
coastal communities,9,4,2.25,1.6393596310755
"currents ,",4,4,1.0,0.0
's place,3,3,1.0,0.0
stars .,10,3,3.3333333333333335,2.0548046676563256
and pioneering,3,3,1.0,0.0
essence of,3,3,1.0,0.0
of interplanetary,4,3,1.3333333333333333,0.4714045207910317
celestial harmony,4,3,1.3333333333333333,0.4714045207910317
and preserve,3,3,1.0,0.0
", sharing",3,3,1.0,0.0
preserving their,3,3,1.0,0.0
a time,3,3,1.0,0.0
any other,4,3,1.3333333333333333,0.4714045207910317
and vibrant,3,3,1.0,0.0
larger than,3,3,1.0,0.0
in order,4,3,1.3333333333333333,0.4714045207910317
order to,4,3,1.3333333333333333,0.4714045207910317
stewards of,3,3,1.0,0.0
of ideas,4,3,1.3333333333333333,0.4714045207910317
sustainable solutions,4,3,1.3333333333333333,0.4714045207910317
the beauty,4,3,1.3333333333333333,0.4714045207910317
journey that,3,3,1.0,0.0
embracing new,3,3,1.0,0.0
understanding among,4,3,1.3333333333333333,0.4714045207910317
their most,3,3,1.0,0.0
systems while,3,3,1.0,0.0
of supporting,3,3,1.0,0.0
life support,3,3,1.0,0.0
challenges while,5,3,1.6666666666666667,0.9428090415820634
to all,6,3,2.0,1.4142135623730951
", she",5,3,1.6666666666666667,0.9428090415820634
sights on,3,3,1.0,0.0
on developing,3,3,1.0,0.0
technologies capable,3,3,1.0,0.0
life beyond,3,3,1.0,0.0
– forever,6,3,2.0,0.816496580927726
showcase the,3,3,1.0,0.0
culture of,5,3,1.6666666666666667,0.9428090415820634
needs .,5,3,1.6666666666666667,0.4714045207910317
breakthrough innovations,3,3,1.0,0.0
in energy,3,3,1.0,0.0
clean power,4,3,1.3333333333333333,0.4714045207910317
endeavors .,3,3,1.0,0.0
witness to,9,3,3.0,2.8284271247461903
and artistic,6,3,2.0,1.4142135623730951
ecosystems while,3,3,1.0,0.0
with marine,4,3,1.3333333333333333,0.4714045207910317
marine environments,7,3,2.3333333333333335,1.8856180831641267
these structures,3,3,1.0,0.0
newfound appreciation,3,3,1.0,0.0
an indelible,4,3,1.3333333333333333,0.4714045207910317
indelible mark,4,3,1.3333333333333333,0.4714045207910317
mark upon,3,3,1.0,0.0
will undoubtedly,3,3,1.0,0.0
habitats for,3,3,1.0,0.0
back on,4,3,1.3333333333333333,0.4714045207910317
sought ways,3,3,1.0,0.0
's growing,4,3,1.3333333333333333,0.4714045207910317
maintaining an,4,3,1.3333333333333333,0.4714045207910317
this ambitious,5,3,1.6666666666666667,0.9428090415820634
for efficient,3,3,1.0,0.0
were not,4,3,1.3333333333333333,0.4714045207910317
various factors,3,3,1.0,0.0
factors such,5,3,1.6666666666666667,0.9428090415820634
: unveiling,3,3,1.0,0.0
this 100-sentence,3,3,1.0,0.0
at its,3,3,1.0,0.0
waves .,9,3,3.0,2.8284271247461903
periods of,4,3,1.3333333333333333,0.4714045207910317
create an,3,3,1.0,0.0
: 1.,6,3,2.0,0.816496580927726
the energy,3,3,1.0,0.0
of ocean,4,3,1.3333333333333333,0.4714045207910317
to countless,4,3,1.3333333333333333,0.4714045207910317
that spanned,3,3,1.0,0.0
"programs ,",3,3,1.0,0.0
. such,3,3,1.0,0.0
lessons learned,4,3,1.3333333333333333,0.4714045207910317
life 's,27,3,9.0,9.273618495495704
these findings,3,3,1.0,0.0
an alternative,3,3,1.0,0.0
model for,3,3,1.0,0.0
while sharing,3,3,1.0,0.0
freshwater resources,3,3,1.0,0.0
of oceanic,4,3,1.3333333333333333,0.4714045207910317
for coastal,3,3,1.0,0.0
has made,3,3,1.0,0.0
with this,4,3,1.3333333333333333,0.4714045207910317
of detecting,3,3,1.0,0.0
through collaboration,3,3,1.0,0.0
well-being of,3,3,1.0,0.0
began their,3,3,1.0,0.0
circular economy,5,3,1.6666666666666667,0.9428090415820634
a circular,5,3,1.6666666666666667,0.9428090415820634
seamlessly with,3,3,1.0,0.0
by analyzing,3,3,1.0,0.0
providing clean,4,3,1.3333333333333333,0.4714045207910317
these innovative,6,3,2.0,0.816496580927726
their potential,6,3,2.0,0.816496580927726
land .,3,3,1.0,0.0
on marine,8,3,2.6666666666666665,1.699673171197595
newfound knowledge,4,3,1.3333333333333333,0.4714045207910317
"past ,",4,3,1.3333333333333333,0.4714045207910317
of such,3,3,1.0,0.0
concerns over,3,3,1.0,0.0
its own,3,3,1.0,0.0
through continued,3,3,1.0,0.0
not come,3,3,1.0,0.0
come at,3,3,1.0,0.0
about by,3,3,1.0,0.0
fostering unity,3,3,1.0,0.0
this monumental,4,3,1.3333333333333333,0.4714045207910317
and artificial,3,3,1.0,0.0
into our,3,3,1.0,0.0
species .,4,3,1.3333333333333333,0.4714045207910317
benefit both,3,3,1.0,0.0
vital resources,3,3,1.0,0.0
this vast,6,3,2.0,0.0
shared values,3,3,1.0,0.0
the cusp,3,3,1.0,0.0
cusp of,3,3,1.0,0.0
new chapter,6,3,2.0,0.816496580927726
also by,3,3,1.0,0.0
for an,5,3,1.6666666666666667,0.4714045207910317
resources –,3,3,1.0,0.0
every facet,3,3,1.0,0.0
facet of,3,3,1.0,0.0
that humanity,3,3,1.0,0.0
and visual,4,3,1.3333333333333333,0.4714045207910317
beyond –,3,3,1.0,0.0
and carbon,3,3,1.0,0.0
carbon capture,6,3,2.0,0.816496580927726
throughout their,4,3,1.3333333333333333,0.4714045207910317
materials for,3,3,1.0,0.0
integral to,3,3,1.0,0.0
for one,3,3,1.0,0.0
"infrastructure ,",3,3,1.0,0.0
rich cultural,4,3,1.3333333333333333,0.4714045207910317
to unity,4,3,1.3333333333333333,0.4714045207910317
worlds .,5,3,1.6666666666666667,0.9428090415820634
the interplanetary,3,3,1.0,0.0
bond between,3,3,1.0,0.0
explorers and,3,3,1.0,0.0
where humanity,6,3,2.0,0.816496580927726
deep space,6,3,2.0,1.4142135623730951
to drive,5,3,1.6666666666666667,0.9428090415820634
steadfast in,5,3,1.6666666666666667,0.4714045207910317
preserving earth,4,3,1.3333333333333333,0.4714045207910317
on another,3,3,1.0,0.0
's oceans,6,3,2.0,1.4142135623730951
's unwavering,6,3,2.0,1.4142135623730951
's shared,4,3,1.3333333333333333,0.4714045207910317
shared journey,3,3,1.0,0.0
spirit and,4,3,1.3333333333333333,0.4714045207910317
banner of,3,3,1.0,0.0
an unparalleled,3,3,1.0,0.0
interstellar cooperation,3,3,1.0,0.0
cooperation between,3,3,1.0,0.0
; its,5,3,1.6666666666666667,0.9428090415820634
's first,4,3,1.3333333333333333,0.4714045207910317
outreach programs,3,3,1.0,0.0
its vibrant,4,3,1.3333333333333333,0.4714045207910317
is more,3,3,1.0,0.0
to promoting,3,3,1.0,0.0
citizens .,4,3,1.3333333333333333,0.4714045207910317
artistic expression,17,3,5.666666666666667,4.496912521077347
a combination,3,3,1.0,0.0
combination of,3,3,1.0,0.0
from its,3,3,1.0,0.0
and cooperation,4,3,1.3333333333333333,0.4714045207910317
who dared,4,3,1.3333333333333333,0.4714045207910317
continues on,3,3,1.0,0.0
's ecosystems,5,3,1.6666666666666667,0.9428090415820634
inspiration from,4,3,1.3333333333333333,0.4714045207910317
– offering,4,3,1.3333333333333333,0.4714045207910317
with cutting-edge,4,3,1.3333333333333333,0.4714045207910317
turbines and,3,3,1.0,0.0
", collaboration",3,3,1.0,0.0
habitat for,3,3,1.0,0.0
with diverse,3,3,1.0,0.0
panels and,3,3,1.0,0.0
the radiant,4,3,1.3333333333333333,0.4714045207910317
and discovery,4,3,1.3333333333333333,0.4714045207910317
a path,3,3,1.0,0.0
served not,5,3,1.6666666666666667,0.9428090415820634
the form,4,3,1.3333333333333333,0.4714045207910317
dubbed ``,3,3,1.0,0.0
the international,11,3,3.6666666666666665,3.091206165165235
during an,3,3,1.0,0.0
an experiment,3,3,1.0,0.0
understanding –,4,3,1.3333333333333333,0.4714045207910317
when united,3,3,1.0,0.0
for more,3,3,1.0,0.0
in deep,3,3,1.0,0.0
innovative approaches,3,3,1.0,0.0
their role,3,3,1.0,0.0
harmonious coexistence,4,3,1.3333333333333333,0.4714045207910317
and species,3,3,1.0,0.0
", artistic",3,3,1.0,0.0
emblem of,4,3,1.3333333333333333,0.4714045207910317
capacity to,3,3,1.0,0.0
not merely,5,3,1.6666666666666667,0.9428090415820634
environmental protection,3,3,1.0,0.0
reducing waste,3,3,1.0,0.0
"on ,",4,3,1.3333333333333333,0.4714045207910317
's groundbreaking,3,3,1.0,0.0
solar cells,7,3,2.3333333333333335,1.8856180831641267
for it,3,3,1.0,0.0
"endeavors ,",3,3,1.0,0.0
enduring testament,6,3,2.0,0.816496580927726
a gentle,3,3,1.0,0.0
"life ,",4,3,1.3333333333333333,0.4714045207910317
- its,4,3,1.3333333333333333,0.4714045207910317
cooperation and,4,3,1.3333333333333333,0.4714045207910317
that transcended,10,3,3.3333333333333335,1.8856180831641267
beyond .,6,3,2.0,0.816496580927726
energy storage,15,3,5.0,1.632993161855452
and quantum,3,3,1.0,0.0
applications of,4,3,1.3333333333333333,0.4714045207910317
the field,7,3,2.3333333333333335,1.247219128924647
vast distances,5,3,1.6666666666666667,0.4714045207910317
the odyssey,7,3,2.3333333333333335,1.247219128924647
", marking",3,3,1.0,0.0
the red,4,3,1.3333333333333333,0.4714045207910317
red planet,6,3,2.0,1.4142135623730951
of wonderment,4,3,1.3333333333333333,0.4714045207910317
to seek,3,3,1.0,0.0
knowledge gained,4,3,1.3333333333333333,0.4714045207910317
"society ,",3,3,1.0,0.0
landscape of,3,3,1.0,0.0
global challenges,8,3,2.6666666666666665,0.9428090415820634
legacy as,3,3,1.0,0.0
determination and,3,3,1.0,0.0
of discovery,5,3,1.6666666666666667,0.9428090415820634
potential but,3,3,1.0,0.0
unlike any,4,3,1.3333333333333333,0.4714045207910317
our current,3,3,1.0,0.0
this extraordinary,7,3,2.3333333333333335,1.8856180831641267
making it,4,3,1.3333333333333333,0.4714045207910317
exploration of,4,3,1.3333333333333333,0.4714045207910317
may hold,5,3,1.6666666666666667,0.9428090415820634
as our,5,3,1.6666666666666667,0.9428090415820634
the interconnectedness,3,3,1.0,0.0
interconnectedness of,3,3,1.0,0.0
that not,3,3,1.0,0.0
in these,3,3,1.0,0.0
regions .,4,3,1.3333333333333333,0.4714045207910317
both the,3,3,1.0,0.0
world while,3,3,1.0,0.0
quantum computers,3,3,1.0,0.0
could lead,4,3,1.3333333333333333,0.4714045207910317
a result,3,3,1.0,0.0
through unity,3,3,1.0,0.0
food production,12,3,4.0,2.943920288775949
seemed to,3,3,1.0,0.0
its remarkable,3,3,1.0,0.0
applications in,4,3,1.3333333333333333,0.4714045207910317
sources that,4,3,1.3333333333333333,0.4714045207910317
such an,4,3,1.3333333333333333,0.4714045207910317
thrive under,3,3,1.0,0.0
the protection,3,3,1.0,0.0
essential role,4,3,1.3333333333333333,0.4714045207910317
its capacity,3,3,1.0,0.0
are still,3,3,1.0,0.0
for medical,3,3,1.0,0.0
vehicles (,3,3,1.0,0.0
", new",5,3,1.6666666666666667,0.4714045207910317
highly efficient,4,3,1.3333333333333333,0.4714045207910317
we stand,4,3,1.3333333333333333,0.4714045207910317
global scale,7,3,2.3333333333333335,0.4714045207910317
the enchanting,3,3,1.0,0.0
", several",3,3,1.0,0.0
the luminous,11,3,3.6666666666666665,2.0548046676563256
the scientific,3,3,1.0,0.0
scientific community,3,3,1.0,0.0
", reinforcing",3,3,1.0,0.0
soft glow,5,3,1.6666666666666667,0.4714045207910317
hope that,4,3,1.3333333333333333,0.4714045207910317
new species,4,3,1.3333333333333333,0.4714045207910317
protection of,3,3,1.0,0.0
plants that,6,3,2.0,0.816496580927726
benefit from,3,3,1.0,0.0
propulsion systems,5,3,1.6666666666666667,0.4714045207910317
and enhancing,3,3,1.0,0.0
efficiency and,7,3,2.3333333333333335,1.8856180831641267
led researchers,4,3,1.3333333333333333,0.4714045207910317
biology and,5,3,1.6666666666666667,0.9428090415820634
"environment ,",4,3,1.3333333333333333,0.4714045207910317
our species,8,3,2.6666666666666665,0.4714045207910317
suitable for,5,3,1.6666666666666667,0.4714045207910317
for human,4,3,1.3333333333333333,0.4714045207910317
under carefully,3,3,1.0,0.0
within both,3,3,1.0,0.0
and satellite,3,3,1.0,0.0
only revolutionized,3,3,1.0,0.0
and cultures,3,3,1.0,0.0
cultures .,3,3,1.0,0.0
passing year,3,3,1.0,0.0
a steadfast,5,3,1.6666666666666667,0.4714045207910317
capabilities of,3,3,1.0,0.0
purposes .,3,3,1.0,0.0
transition away,4,3,1.3333333333333333,0.4714045207910317
from fossil,5,3,1.6666666666666667,0.9428090415820634
mitigating climate,3,3,1.0,0.0
among earth,3,3,1.0,0.0
continuing to,3,3,1.0,0.0
these gatherings,3,3,1.0,0.0
and appreciation,3,3,1.0,0.0
grow in,3,3,1.0,0.0
methods for,3,3,1.0,0.0
resilience against,3,3,1.0,0.0
the people,3,3,1.0,0.0
a shared,4,3,1.3333333333333333,0.4714045207910317
knowing that,3,3,1.0,0.0
with those,3,3,1.0,0.0
these developments,3,3,1.0,0.0
galaxy .,7,3,2.3333333333333335,1.247219128924647
became known,3,3,1.0,0.0
providing essential,3,3,1.0,0.0
the surface,4,3,1.3333333333333333,0.4714045207910317
inhabitants of,3,3,1.0,0.0
unity among,4,3,1.3333333333333333,0.4714045207910317
as artificial,3,3,1.0,0.0
these systems,4,3,1.3333333333333333,0.4714045207910317
to traverse,3,3,1.0,0.0
transportation of,3,3,1.0,0.0
may lead,3,3,1.0,0.0
more effective,3,3,1.0,0.0
treatments for,3,3,1.0,0.0
play a,4,3,1.3333333333333333,0.4714045207910317
vital role,5,3,1.6666666666666667,0.4714045207910317
with all,3,3,1.0,0.0
untapped potential,5,3,1.6666666666666667,0.9428090415820634
that serves,4,3,1.3333333333333333,0.4714045207910317
leap forward,3,3,1.0,0.0
continued growth,3,3,1.0,0.0
also serve,3,3,1.0,0.0
and protection,3,3,1.0,0.0
"galaxy ,",4,3,1.3333333333333333,0.4714045207910317
and capabilities,3,3,1.0,0.0
evolved into,3,3,1.0,0.0
that represented,3,3,1.0,0.0
to studying,3,3,1.0,0.0
. education,4,3,1.3333333333333333,0.4714045207910317
education is,3,3,1.0,0.0
to benefit,3,3,1.0,0.0
it could,3,3,1.0,0.0
augmented reality,7,3,2.3333333333333335,1.247219128924647
that enhance,3,3,1.0,0.0
they had,3,3,1.0,0.0
"medicine ,",9,3,3.0,2.8284271247461903
up new,3,3,1.0,0.0
from other,4,3,1.3333333333333333,0.4714045207910317
species that,3,3,1.0,0.0
continued their,3,3,1.0,0.0
space travel,3,3,1.0,0.0
a shining,5,3,1.6666666666666667,0.4714045207910317
shining example,3,3,1.0,0.0
distant worlds,3,3,1.0,0.0
among nations,8,3,2.6666666666666665,2.3570226039551585
nations and,3,3,1.0,0.0
crop yields,4,3,1.3333333333333333,0.4714045207910317
individuals from,3,3,1.0,0.0
to produce,6,3,2.0,1.4142135623730951
and inspiring,3,3,1.0,0.0
by establishing,4,3,1.3333333333333333,0.4714045207910317
: ``,6,3,2.0,1.4142135623730951
stood as,3,3,1.0,0.0
attended by,3,3,1.0,0.0
scientific exploration,5,3,1.6666666666666667,0.9428090415820634
carefully controlled,3,3,1.0,0.0
controlled conditions,3,3,1.0,0.0
encouraged to,3,3,1.0,0.0
support systems,3,3,1.0,0.0
systems like,3,3,1.0,0.0
resource extraction,6,3,2.0,0.816496580927726
extraction and,4,3,1.3333333333333333,0.4714045207910317
