ngram,f,a,m,sd
's destiny,4,3,1.3333333333333333,0.4714045207910317
destiny among,3,2,1.5,0.5
stars is,1,1,1.0,0.0
is not,7,6,1.1666666666666667,0.3726779962499649
not a,1,1,1.0,0.0
a distant,4,2,2.0,1.0
distant fantasy,1,1,1.0,0.0
fantasy but,1,1,1.0,0.0
but an,4,2,2.0,1.0
an impending,1,1,1.0,0.0
impending reality,1,1,1.0,0.0
reality that,1,1,1.0,0.0
that we,4,3,1.3333333333333333,0.4714045207910317
we are,8,7,1.1428571428571428,0.3499271061118826
are steadily,1,1,1.0,0.0
steadily working,1,1,1.0,0.0
working towards,3,3,1.0,0.0
"towards ,",1,1,1.0,0.0
", thanks",3,3,1.0,0.0
thanks to,9,6,1.5,0.7637626158259734
to visionaries,1,1,1.0,0.0
visionaries like,1,1,1.0,0.0
like dr.,1,1,1.0,0.0
sterling who,1,1,1.0,0.0
who refuse,1,1,1.0,0.0
refuse to,1,1,1.0,0.0
to let,1,1,1.0,0.0
let their,1,1,1.0,0.0
their dreams,1,1,1.0,0.0
dreams remain,1,1,1.0,0.0
remain confined,1,1,1.0,0.0
confined within,1,1,1.0,0.0
within the,78,17,4.588235294117647,3.742582051902792
the limits,3,2,1.5,0.5
limits of,3,2,1.5,0.5
of our,35,17,2.0588235294117645,1.3490994048446725
own planet,2,2,1.0,0.0
planet .,20,9,2.2222222222222223,1.547598697464902
each passing,9,6,1.5,0.7637626158259734
passing day,5,4,1.25,0.4330127018922193
day and,3,3,1.0,0.0
and every,1,1,1.0,0.0
every new,1,1,1.0,0.0
new discovery,1,1,1.0,0.0
discovery in,2,2,1.0,0.0
"exploration ,",11,8,1.375,0.4841229182759271
", we",25,12,2.0833333333333335,1.0374916331657276
we come,1,1,1.0,0.0
come closer,1,1,1.0,0.0
closer to,2,2,1.0,0.0
to understanding,4,3,1.3333333333333333,0.4714045207910317
understanding our,1,1,1.0,0.0
our place,3,2,1.5,0.5
place not,1,1,1.0,0.0
only on,1,1,1.0,0.0
on earth,40,12,3.3333333333333335,2.867441755680875
earth or,4,4,1.0,0.0
or among,1,1,1.0,0.0
among other,1,1,1.0,0.0
other celestial,5,3,1.6666666666666667,0.4714045207910317
bodies but,1,1,1.0,0.0
also as,9,6,1.5,0.5
a species,3,3,1.0,0.0
species destined,1,1,1.0,0.0
destined for,3,2,1.5,0.5
for greatness,2,2,1.0,0.0
greatness across,1,1,1.0,0.0
across an,3,3,1.0,0.0
an infinite,3,1,3.0,0.0
infinite cosmic,1,1,1.0,0.0
cosmic tapestry,6,4,1.5,0.8660254037844386
tapestry .,10,4,2.5,2.598076211353316
. from,16,11,1.4545454545454546,0.49792959773196915
from quantum,1,1,1.0,0.0
drives to,1,1,1.0,0.0
to interstellar,2,2,1.0,0.0
interstellar colonies,2,2,1.0,0.0
"colonies ,",1,1,1.0,0.0
's story,6,5,1.2,0.4000000000000001
story serves,2,2,1.0,0.0
serves as,33,13,2.5384615384615383,1.499506822278302
as both,16,9,1.7777777777777777,1.0304020550550783
both inspiration,1,1,1.0,0.0
inspiration and,2,2,1.0,0.0
and proof,1,1,1.0,0.0
proof of,1,1,1.0,0.0
the incredible,2,2,1.0,0.0
incredible potential,2,2,1.0,0.0
potential that,1,1,1.0,0.0
that exists,1,1,1.0,0.0
exists within,1,1,1.0,0.0
within us,1,1,1.0,0.0
us all,11,6,1.8333333333333333,0.8975274678557508
all when,1,1,1.0,0.0
reach for,1,1,1.0,0.0
for the,38,17,2.235294117647059,1.2141039670911937
stars and,1,1,1.0,0.0
and push,2,2,1.0,0.0
push beyond,2,2,1.0,0.0
beyond what,5,4,1.25,0.4330127018922193
what was,4,3,1.3333333333333333,0.4714045207910317
was once,1,1,1.0,0.0
once thought,3,2,1.5,0.5
thought impossible,1,1,1.0,0.0
impossible –,1,1,1.0,0.0
a reminder,11,9,1.2222222222222223,0.41573970964154905
reminder that,14,7,2.0,1.4142135623730951
that there,4,3,1.3333333333333333,0.4714045207910317
there are,4,4,1.0,0.0
are no,1,1,1.0,0.0
no limits,1,1,1.0,0.0
limits to,1,1,1.0,0.0
to human,9,7,1.2857142857142858,0.45175395145262565
human creativity,2,2,1.0,0.0
creativity or,1,1,1.0,0.0
or our,1,1,1.0,0.0
our capacity,1,1,1.0,0.0
capacity for,9,4,2.25,1.0897247358851685
for innovation,6,4,1.5,0.5
innovation .,11,10,1.1,0.3
the journey,6,5,1.2,0.4
journey ahead,1,1,1.0,0.0
ahead may,1,1,1.0,0.0
may be,12,6,2.0,1.8257418583505538
be long,1,1,1.0,0.0
"long ,",1,1,1.0,0.0
", but",3,3,1.0,0.0
but with,1,1,1.0,0.0
with every,3,2,1.5,0.5
every small,1,1,1.0,0.0
small step,1,1,1.0,0.0
step taken,9,2,4.5,3.5
taken towards,1,1,1.0,0.0
towards building,2,2,1.0,0.0
building an,2,2,1.0,0.0
an interstellar,2,2,1.0,0.0
"future ,",4,4,1.0,0.0
we move,1,1,1.0,0.0
move closer,2,2,1.0,0.0
closer than,2,2,1.0,0.0
before to,1,1,1.0,0.0
to fulfilling,1,1,1.0,0.0
fulfilling our,1,1,1.0,0.0
our ultimate,1,1,1.0,0.0
ultimate destiny,1,1,1.0,0.0
destiny as,1,1,1.0,0.0
as explorers,2,2,1.0,0.0
explorers of,1,1,1.0,0.0
the universe,10,7,1.4285714285714286,0.7284313590846835
universe and,1,1,1.0,0.0
and pioneers,1,1,1.0,0.0
pioneers in,1,1,1.0,0.0
in shaping,7,7,1.0,0.0
shaping its,1,1,1.0,0.0
its course,1,1,1.0,0.0
course for,1,1,1.0,0.0
for generations,29,12,2.4166666666666665,0.7592027982620249
generations yet,16,8,2.0,0.8660254037844386
yet unborn,6,4,1.5,0.8660254037844386
unborn .,5,4,1.25,0.4330127018922193
. title,21,11,1.9090909090909092,0.9958591954639383
: gaia,3,1,3.0,0.0
hope awakens,1,1,1.0,0.0
awakens :,1,1,1.0,0.0
the dawn,5,3,1.6666666666666667,0.9428090415820634
dawn of,5,3,1.6666666666666667,0.9428090415820634
of humanity,11,5,2.2,0.7483314773547882
's new,2,1,2.0,0.0
new frontier,3,2,1.5,0.5
frontier as,1,1,1.0,0.0
reputation continued,1,1,1.0,0.0
continued to,33,8,4.125,2.368411915187052
to soar,2,2,1.0,0.0
soar following,1,1,1.0,0.0
following their,2,2,1.0,0.0
their monumental,1,1,1.0,0.0
monumental discoveries,1,1,1.0,0.0
discoveries and,2,2,1.0,0.0
and advancements,1,1,1.0,0.0
advancements in,31,14,2.2142857142857144,1.6552328894652095
"colonization ,",2,1,2.0,0.0
sterling and,1,1,1.0,0.0
and her,5,4,1.25,0.4330127018922193
her team,7,5,1.4,0.8
team turned,1,1,1.0,0.0
turned their,2,1,2.0,0.0
their gaze,1,1,1.0,0.0
gaze towards,1,1,1.0,0.0
the next,9,6,1.5,0.5
next great,2,2,1.0,0.0
great challenge,1,1,1.0,0.0
challenge that,3,3,1.0,0.0
that lay,1,1,1.0,0.0
lay before,1,1,1.0,0.0
before them,1,1,1.0,0.0
them :,1,1,1.0,0.0
hope –,3,1,3.0,0.0
a potential,5,4,1.25,0.4330127018922193
potential new,1,1,1.0,0.0
new home,5,2,2.5,0.5
home for,1,1,1.0,0.0
humanity among,1,1,1.0,0.0
the exoplanet,1,1,1.0,0.0
exoplanet 's,1,1,1.0,0.0
's discovery,4,4,1.0,0.0
discovery had,1,1,1.0,0.0
had sparked,1,1,1.0,0.0
sparked an,2,2,1.0,0.0
an unprecedented,14,11,1.2727272727272727,0.4453617714151233
unprecedented wave,2,2,1.0,0.0
wave of,11,7,1.5714285714285714,0.7284313590846835
of excitement,4,3,1.3333333333333333,0.4714045207910317
excitement across,2,1,2.0,0.0
", uniting",1,1,1.0,0.0
uniting nations,2,2,1.0,0.0
nations under,1,1,1.0,0.0
under one,2,2,1.0,0.0
one grand,1,1,1.0,0.0
grand vision,1,1,1.0,0.0
vision to,2,2,1.0,0.0
to explore,37,16,2.3125,1.2103072956898178
explore beyond,1,1,1.0,0.0
and create,4,4,1.0,0.0
create a,7,6,1.1666666666666667,0.37267799624996495
a brighter,7,5,1.4,0.8
brighter future,7,5,1.4,0.8
future for,13,9,1.4444444444444444,0.8314794192830981
with gaia,3,1,3.0,0.0
hope now,1,1,1.0,0.0
now within,1,1,1.0,0.0
within reach,1,1,1.0,0.0
"reach ,",1,1,1.0,0.0
inc. embarked,1,1,1.0,0.0
on project,3,2,1.5,0.5
project genesis,7,1,7.0,0.0
"genesis ,",1,1,1.0,0.0
", setting",2,2,1.0,0.0
setting the,1,1,1.0,0.0
the stage,3,2,1.5,0.5
stage for,1,1,1.0,0.0
first interstellar,2,2,1.0,0.0
interstellar colony,3,2,1.5,0.5
colony mission,1,1,1.0,0.0
mission .,2,2,1.0,0.0
. a,19,10,1.9,1.3
new fleet,1,1,1.0,0.0
of quantum,13,5,2.6,3.2
quantum drive-equipped,1,1,1.0,0.0
drive-equipped spacecraft,1,1,1.0,0.0
spacecraft were,1,1,1.0,0.0
were commissioned,1,1,1.0,0.0
commissioned and,1,1,1.0,0.0
and built,1,1,1.0,0.0
built atop,1,1,1.0,0.0
atop earth,1,1,1.0,0.0
", their",14,10,1.4,0.9165151389911681
their sleek,1,1,1.0,0.0
sleek designs,1,1,1.0,0.0
designs a,1,1,1.0,0.0
to humankind,3,2,1.5,0.5
humankind 's,4,4,1.0,0.0
's ingenuity,2,1,2.0,0.0
ingenuity in,2,2,1.0,0.0
in overcoming,3,3,1.0,0.0
overcoming challenges,2,2,1.0,0.0
challenges once,1,1,1.0,0.0
thought insurmountable,1,1,1.0,0.0
insurmountable .,2,2,1.0,0.0
as the,63,17,3.7058823529411766,2.864893096914334
the project,1,1,1.0,0.0
project progressed,1,1,1.0,0.0
"progressed ,",1,1,1.0,0.0
's talented,1,1,1.0,0.0
talented team,1,1,1.0,0.0
team faced,2,1,2.0,0.0
numerous obstacles,1,1,1.0,0.0
obstacles :,1,1,1.0,0.0
: from,2,1,2.0,0.0
from perfecting,1,1,1.0,0.0
perfecting terraforming,1,1,1.0,0.0
terraforming techniques,1,1,1.0,0.0
techniques that,4,4,1.0,0.0
that could,27,10,2.7,1.2688577540449522
could prepare,1,1,1.0,0.0
prepare gaia,1,1,1.0,0.0
hope for,11,7,1.5714285714285714,0.9035079029052513
"habitation ,",1,1,1.0,0.0
", to",8,6,1.3333333333333333,0.4714045207910317
to developing,2,2,1.0,0.0
developing advanced,3,2,1.5,0.5
advanced ai,2,2,1.0,0.0
ai systems,1,1,1.0,0.0
systems capable,5,4,1.25,0.4330127018922193
of managing,1,1,1.0,0.0
managing complex,1,1,1.0,0.0
complex operations,1,1,1.0,0.0
operations on,1,1,1.0,0.0
distant world,1,1,1.0,0.0
world without,1,1,1.0,0.0
without direct,1,1,1.0,0.0
direct oversight,1,1,1.0,0.0
oversight .,1,1,1.0,0.0
. yet,4,4,1.0,0.0
yet with,1,1,1.0,0.0
each hurdle,1,1,1.0,0.0
hurdle surmounted,1,1,1.0,0.0
surmounted came,1,1,1.0,0.0
came newfound,1,1,1.0,0.0
newfound hope,2,2,1.0,0.0
hope and,4,2,2.0,1.0
and determination,5,5,1.0,0.0
determination to,2,2,1.0,0.0
to succeed,1,1,1.0,0.0
succeed against,1,1,1.0,0.0
against all,1,1,1.0,0.0
all odds,1,1,1.0,0.0
odds .,1,1,1.0,0.0
in response,10,7,1.4285714285714286,0.4948716593053935
response to,11,9,1.2222222222222223,0.41573970964154905
the growing,4,3,1.3333333333333333,0.4714045207910317
growing interest,2,2,1.0,0.0
exploration fueled,1,1,1.0,0.0
fueled by,4,3,1.3333333333333333,0.4714045207910317
by exoworlds,7,1,7.0,0.0
"achievements ,",4,3,1.3333333333333333,0.4714045207910317
", governments",8,5,1.6,1.2000000000000002
governments across,1,1,1.0,0.0
earth rallied,1,1,1.0,0.0
rallied together,1,1,1.0,0.0
together to,10,7,1.4285714285714286,0.7284313590846836
to form,3,3,1.0,0.0
form the,1,1,1.0,0.0
the interstellar,7,2,3.5,0.5
interstellar accord,1,1,1.0,0.0
accord –,1,1,1.0,0.0
a groundbreaking,6,6,1.0,0.0
groundbreaking agreement,1,1,1.0,0.0
agreement that,1,1,1.0,0.0
that sought,2,2,1.0,0.0
sought international,1,1,1.0,0.0
international collaboration,11,6,1.8333333333333333,1.21335164821342
collaboration on,3,3,1.0,0.0
genesis and,1,1,1.0,0.0
and future,7,6,1.1666666666666667,0.3726779962499649
future missions,1,1,1.0,0.0
missions beyond,1,1,1.0,0.0
beyond gaia,2,1,2.0,0.0
hope .,4,1,4.0,0.0
this unprecedented,1,1,1.0,0.0
unprecedented unity,1,1,1.0,0.0
unity symbolized,1,1,1.0,0.0
symbolized the,1,1,1.0,0.0
the shared,3,2,1.5,0.5
shared dream,1,1,1.0,0.0
dream of,1,1,1.0,0.0
humanity reaching,1,1,1.0,0.0
reaching out,2,1,2.0,0.0
out into,1,1,1.0,0.0
into space,5,3,1.6666666666666667,0.4714045207910317
space as,1,1,1.0,0.0
as one,2,1,2.0,0.0
one cohesive,1,1,1.0,0.0
cohesive entity,1,1,1.0,0.0
"entity ,",1,1,1.0,0.0
", driven",1,1,1.0,0.0
driven by,6,5,1.2,0.4000000000000001
by curiosity,2,2,1.0,0.0
curiosity and,7,4,1.75,0.82915619758885
and ambition,1,1,1.0,0.0
ambition .,1,1,1.0,0.0
as earth,8,4,2.0,0.7071067811865476
earth prepared,1,1,1.0,0.0
prepared for,3,1,3.0,0.0
for its,12,8,1.5,0.5
its maiden,2,2,1.0,0.0
maiden interstellar,1,1,1.0,0.0
interstellar voyage,2,2,1.0,0.0
"voyage ,",2,2,1.0,0.0
sterling organized,1,1,1.0,0.0
organized a,1,1,1.0,0.0
a series,4,3,1.3333333333333333,0.4714045207910317
series of,4,3,1.3333333333333333,0.4714045207910317
of farewell,1,1,1.0,0.0
farewell ceremonies,1,1,1.0,0.0
ceremonies honoring,1,1,1.0,0.0
honoring those,1,1,1.0,0.0
those who,15,8,1.875,1.3635890143294642
who had,3,2,1.5,0.5
had played,1,1,1.0,0.0
played instrumental,1,1,1.0,0.0
instrumental roles,1,1,1.0,0.0
roles in,2,2,1.0,0.0
in paving,1,1,1.0,0.0
paving the,7,7,1.0,0.0
the way,36,16,2.25,1.299038105676658
way for,22,12,1.8333333333333333,0.9860132971832694
's cosmic,1,1,1.0,0.0
cosmic journey,1,1,1.0,0.0
journey .,3,3,1.0,0.0
the excitement,3,3,1.0,0.0
excitement was,1,1,1.0,0.0
was palpable,1,1,1.0,0.0
palpable as,1,1,1.0,0.0
as world,1,1,1.0,0.0
world leaders,2,2,1.0,0.0
leaders gathered,1,1,1.0,0.0
gathered to,1,1,1.0,0.0
to deliver,1,1,1.0,0.0
deliver heartfelt,1,1,1.0,0.0
heartfelt speeches,1,1,1.0,0.0
speeches and,1,1,1.0,0.0
and share,3,3,1.0,0.0
share their,9,6,1.5,0.7637626158259734
their hopes,1,1,1.0,0.0
hopes for,1,1,1.0,0.0
for project,1,1,1.0,0.0
genesis –,1,1,1.0,0.0
– an,23,10,2.3,1.6155494421403511
an event,1,1,1.0,0.0
event that,1,1,1.0,0.0
that served,3,3,1.0,0.0
served as,25,7,3.5714285714285716,2.5555062599997598
both celebration,1,1,1.0,0.0
celebration and,1,1,1.0,0.0
and testament,1,1,1.0,0.0
testament of,1,1,1.0,0.0
of mankind,1,1,1.0,0.0
mankind 's,1,1,1.0,0.0
's indomitable,1,1,1.0,0.0
indomitable spirit,4,4,1.0,0.0
spirit .,5,3,1.6666666666666667,0.4714045207910317
with the,48,18,2.6666666666666665,1.7320508075688772
first wave,1,1,1.0,0.0
of volunteers,1,1,1.0,0.0
volunteers chosen,1,1,1.0,0.0
"chosen ,",1,1,1.0,0.0
's mission,1,1,1.0,0.0
mission team,1,1,1.0,0.0
team underwent,1,1,1.0,0.0
underwent rigorous,1,1,1.0,0.0
rigorous training,3,3,1.0,0.0
training in,4,3,1.3333333333333333,0.4714045207910317
in a,28,11,2.5454545454545454,1.4373989364401725
a newly,1,1,1.0,0.0
newly established,2,2,1.0,0.0
established interstellar,1,1,1.0,0.0
interstellar preparatory,1,1,1.0,0.0
preparatory program,1,1,1.0,0.0
program (,1,1,1.0,0.0
( ipp,1,1,1.0,0.0
ipp ),1,1,1.0,0.0
) .,68,8,8.5,19.091883092036785
. designed,1,1,1.0,0.0
designed to,10,8,1.25,0.4330127018922193
to simulate,1,1,1.0,0.0
simulate gaia,1,1,1.0,0.0
hope 's,5,1,5.0,0.0
's conditions,1,1,1.0,0.0
conditions and,3,3,1.0,0.0
and challenges,5,3,1.6666666666666667,0.4714045207910317
"challenges ,",4,4,1.0,0.0
", ipp",1,1,1.0,0.0
ipp equipped,1,1,1.0,0.0
equipped each,1,1,1.0,0.0
each candidate,1,1,1.0,0.0
candidate with,1,1,1.0,0.0
with vital,1,1,1.0,0.0
vital knowledge,1,1,1.0,0.0
knowledge and,15,10,1.5,0.5
and skills,3,3,1.0,0.0
skills required,3,3,1.0,0.0
required for,5,3,1.6666666666666667,0.4714045207910317
for life,4,3,1.3333333333333333,0.4714045207910317
life on,12,9,1.3333333333333333,0.4714045207910317
on an,13,9,1.4444444444444444,0.4969039949999533
an alien,1,1,1.0,0.0
alien world,2,2,1.0,0.0
world .,27,15,1.8,0.8326663997864532
. after,1,1,1.0,0.0
after years,1,1,1.0,0.0
years of,2,2,1.0,0.0
of meticulous,1,1,1.0,0.0
meticulous planning,1,1,1.0,0.0
planning and,6,4,1.5,0.8660254037844386
and preparation,2,2,1.0,0.0
"preparation ,",1,1,1.0,0.0
", the",100,19,5.2631578947368425,3.9315472414701262
the moment,1,1,1.0,0.0
moment arrived,1,1,1.0,0.0
arrived when,2,2,1.0,0.0
when project,1,1,1.0,0.0
genesis finally,1,1,1.0,0.0
finally set,1,1,1.0,0.0
set sail,2,1,2.0,0.0
sail –,1,1,1.0,0.0
of spacecraft,1,1,1.0,0.0
spacecraft propelled,1,1,1.0,0.0
propelled by,7,2,3.5,1.5
by quantum,2,2,1.0,0.0
drives towards,1,1,1.0,0.0
towards gaia,1,1,1.0,0.0
hope at,1,1,1.0,0.0
at unprecuent,1,1,1.0,0.0
unprecuent speeds,1,1,1.0,0.0
speeds .,2,2,1.0,0.0
earth faded,1,1,1.0,0.0
faded into,1,1,1.0,0.0
the distance,1,1,1.0,0.0
distance behind,1,1,1.0,0.0
behind them,1,1,1.0,0.0
"them ,",5,4,1.25,0.4330127018922193
", those",1,1,1.0,0.0
those left,1,1,1.0,0.0
left behind,5,4,1.25,0.4330127018922193
behind watched,1,1,1.0,0.0
watched with,2,1,2.0,0.0
with pride,3,2,1.5,0.5
pride and,2,2,1.0,0.0
and anticipation,1,1,1.0,0.0
anticipation as,1,1,1.0,0.0
as humanity,10,5,2.0,1.0954451150103321
humanity embarked,4,3,1.3333333333333333,0.4714045207910317
embarked upon,2,2,1.0,0.0
upon its,2,2,1.0,0.0
its greatest,1,1,1.0,0.0
greatest adventure,1,1,1.0,0.0
adventure yet,1,1,1.0,0.0
yet .,1,1,1.0,0.0
. weeks,1,1,1.0,0.0
weeks turned,1,1,1.0,0.0
turned to,1,1,1.0,0.0
to months,1,1,1.0,0.0
months before,1,1,1.0,0.0
before news,1,1,1.0,0.0
news of,1,1,1.0,0.0
of project,5,3,1.6666666666666667,0.9428090415820634
genesis reached,1,1,1.0,0.0
reached home,1,1,1.0,0.0
home ;,1,1,1.0,0.0
; but,1,1,1.0,0.0
but when,1,1,1.0,0.0
when it,2,2,1.0,0.0
it did,1,1,1.0,0.0
"did ,",1,1,1.0,0.0
", it",37,15,2.466666666666667,1.586050300449376
it was,14,5,2.8,1.16619037896906
was met,2,2,1.0,0.0
met with,3,3,1.0,0.0
with joyous,1,1,1.0,0.0
joyous celebrations,1,1,1.0,0.0
celebrations across,1,1,1.0,0.0
earth 's,101,12,8.416666666666666,6.006362367430797
's nations,1,1,1.0,0.0
nations –,1,1,1.0,0.0
a sign,1,1,1.0,0.0
sign that,1,1,1.0,0.0
that the,14,9,1.5555555555555556,1.257078722109418
the mission,2,2,1.0,0.0
mission had,1,1,1.0,0.0
had overcome,3,2,1.5,0.5
overcome initial,1,1,1.0,0.0
initial obstacles,1,1,1.0,0.0
obstacles and,1,1,1.0,0.0
and established,3,2,1.5,0.5
established a,2,2,1.0,0.0
a foothold,2,1,2.0,0.0
foothold on,1,1,1.0,0.0
with reports,1,1,1.0,0.0
reports detailing,1,1,1.0,0.0
detailing successful,1,1,1.0,0.0
successful terraforming,1,1,1.0,0.0
terraforming efforts,2,2,1.0,0.0
"efforts ,",14,9,1.5555555555555556,0.6849348892187752
", pioneering",2,2,1.0,0.0
spirit prevailed,1,1,1.0,0.0
prevailed as,1,1,1.0,0.0
humanity took,1,1,1.0,0.0
took its,2,1,2.0,0.0
first steps,3,2,1.5,0.5
steps towards,2,2,1.0,0.0
towards creating,5,3,1.6666666666666667,0.9428090415820634
creating a,9,7,1.2857142857142858,0.6998542122237652
home among,1,1,1.0,0.0
the fledgling,1,1,1.0,0.0
fledgling colony,2,1,2.0,0.0
colony grew,1,1,1.0,0.0
grew steadily,1,1,1.0,0.0
steadily over,1,1,1.0,0.0
over time,11,9,1.2222222222222223,0.41573970964154905
time ;,3,2,1.5,0.5
; yet,2,1,2.0,0.0
yet challenges,1,1,1.0,0.0
challenges remained,1,1,1.0,0.0
remained in,1,1,1.0,0.0
in ensuring,4,4,1.0,0.0
ensuring sustainability,2,2,1.0,0.0
sustainability and,5,4,1.25,0.4330127018922193
and self-sufficiency,1,1,1.0,0.0
self-sufficiency on,1,1,1.0,0.0
's team,15,4,3.75,2.165063509461097
of experts,4,4,1.0,0.0
"experts ,",2,1,2.0,0.0
", working",1,1,1.0,0.0
working tirelessly,2,2,1.0,0.0
tirelessly alongside,1,1,1.0,0.0
alongside colonists,1,1,1.0,0.0
colonists themselves,1,1,1.0,0.0
"themselves ,",1,1,1.0,0.0
", continued",1,1,1.0,0.0
to innovate,2,2,1.0,0.0
innovate –,1,1,1.0,0.0
from developing,1,1,1.0,0.0
advanced agriculture,1,1,1.0,0.0
agriculture techniques,1,1,1.0,0.0
techniques for,2,2,1.0,0.0
the new,3,2,1.5,0.5
new world,3,2,1.5,0.5
to harnessing,1,1,1.0,0.0
harnessing its,1,1,1.0,0.0
its resources,1,1,1.0,0.0
resources in,5,4,1.25,0.4330127018922193
in ways,3,3,1.0,0.0
ways that,1,1,1.0,0.0
that would,19,7,2.7142857142857144,3.1493439550069433
would allow,1,1,1.0,0.0
allow the,2,2,1.0,0.0
the colony,1,1,1.0,0.0
colony to,1,1,1.0,0.0
to thrive,15,11,1.3636363636363635,0.6428243465332251
thrive independently,1,1,1.0,0.0
independently and,1,1,1.0,0.0
and flourish,3,3,1.0,0.0
flourish indefinitely,1,1,1.0,0.0
indefinitely .,1,1,1.0,0.0
first generation,2,1,2.0,0.0
generation of,12,6,2.0,0.816496580927726
of gaian-born,1,1,1.0,0.0
gaian-born children,1,1,1.0,0.0
children began,1,1,1.0,0.0
began to,10,5,2.0,0.8944271909999159
to come,36,15,2.4,0.8793937305515279
come of,1,1,1.0,0.0
of age,1,1,1.0,0.0
"age ,",2,2,1.0,0.0
it became,8,3,2.6666666666666665,1.699673171197595
became clear,3,3,1.0,0.0
clear just,1,1,1.0,0.0
just how,1,1,1.0,0.0
how far,3,3,1.0,0.0
far humanity,1,1,1.0,0.0
humanity had,2,2,1.0,0.0
had journeyed,1,1,1.0,0.0
journeyed from,1,1,1.0,0.0
from their,10,6,1.6666666666666667,1.4907119849998596
their humble,1,1,1.0,0.0
humble beginnings,2,1,2.0,0.0
beginnings on,1,1,1.0,0.0
– for,3,2,1.5,0.5
for they,1,1,1.0,0.0
they were,8,6,1.3333333333333333,0.7453559924999299
were now,1,1,1.0,0.0
now citizens,1,1,1.0,0.0
citizens not,1,1,1.0,0.0
only of,1,1,1.0,0.0
distant planet,1,1,1.0,0.0
planet but,2,2,1.0,0.0
also of,1,1,1.0,0.0
an ever-expanding,6,4,1.5,0.5
ever-expanding interstellar,1,1,1.0,0.0
interstellar civilization,2,1,2.0,0.0
civilization that,4,4,1.0,0.0
that dared,1,1,1.0,0.0
dared to,5,3,1.6666666666666667,0.4714045207910317
to dream,19,4,4.75,4.815340071064556
dream beyond,17,3,5.666666666666667,5.2493385826745405
beyond the,16,7,2.2857142857142856,1.665986255670086
the confines,10,6,1.6666666666666667,1.1055415967851332
confines of,10,6,1.6666666666666667,1.1055415967851332
of its,17,14,1.2142857142857142,0.41032590332414487
its home,3,3,1.0,0.0
home world,1,1,1.0,0.0
hope serving,1,1,1.0,0.0
serving as,10,6,1.6666666666666667,0.9428090415820634
both launchpad,1,1,1.0,0.0
launchpad and,1,1,1.0,0.0
and beacon,3,3,1.0,0.0
"beacon ,",1,1,1.0,0.0
vision expanded,1,1,1.0,0.0
expanded further,1,1,1.0,0.0
further still,1,1,1.0,0.0
still :,1,1,1.0,0.0
the intergalactic,3,2,1.5,0.5
intergalactic coalition,2,1,2.0,0.0
coalition was,1,1,1.0,0.0
was born,2,2,1.0,0.0
born –,1,1,1.0,0.0
to humanity,9,4,2.25,0.82915619758885
's enduring,5,5,1.0,0.0
enduring spirit,6,4,1.5,0.5
spirit in,1,1,1.0,0.0
in seeking,1,1,1.0,0.0
seeking connection,1,1,1.0,0.0
connection with,7,7,1.0,0.0
with other,12,9,1.3333333333333333,0.6666666666666666
other life,1,1,1.0,0.0
life forms,3,3,1.0,0.0
forms across,1,1,1.0,0.0
across the,37,13,2.8461538461538463,1.4595127662315597
universe .,7,4,1.75,0.82915619758885
. through,31,12,2.5833333333333335,1.3819269959814167
through diplomacy,2,2,1.0,0.0
"diplomacy ,",2,2,1.0,0.0
", shared",1,1,1.0,0.0
shared knowledge,1,1,1.0,0.0
"knowledge ,",9,9,1.0,0.0
and mutual,5,3,1.6666666666666667,0.4714045207910317
mutual respect,11,8,1.375,0.4841229182759271
respect for,12,8,1.5,0.7071067811865476
for all,20,11,1.8181818181818181,0.9359663764533637
all living,2,2,1.0,0.0
living creatures,1,1,1.0,0.0
"creatures ,",4,4,1.0,0.0
the coalition,1,1,1.0,0.0
coalition aimed,1,1,1.0,0.0
to foster,9,6,1.5,0.5
foster an,4,4,1.0,0.0
an age,2,2,1.0,0.0
age of,2,2,1.0,0.0
of unprecedented,2,2,1.0,0.0
unprecedented discovery,1,1,1.0,0.0
discovery and,5,4,1.25,0.4330127018922193
and enlightenment,1,1,1.0,0.0
enlightenment .,1,1,1.0,0.0
as decades,1,1,1.0,0.0
decades passed,1,1,1.0,0.0
passed since,7,7,1.0,0.0
since project,1,1,1.0,0.0
genesis 's,1,1,1.0,0.0
's historic,1,1,1.0,0.0
historic launch,1,1,1.0,0.0
"launch ,",1,1,1.0,0.0
's legacy,16,6,2.6666666666666665,2.494438257849294
legacy continued,1,1,1.0,0.0
to inspire,13,8,1.625,0.6959705453537527
inspire new,2,2,1.0,0.0
new generations,2,2,1.0,0.0
generations across,2,2,1.0,0.0
– igniting,1,1,1.0,0.0
